timestamp,price
2025-05-09 14:02:21.214000+00:00,2371.7914637466183
2025-05-09 15:02:15.051000+00:00,2303.387555755197
2025-05-09 16:04:31.923000+00:00,2299.9439692635533
2025-05-09 17:04:51.149000+00:00,2301.2112705475206
2025-05-09 18:04:50.140000+00:00,2348.605332369923
2025-05-09 19:04:57.084000+00:00,2341.0211562419368
2025-05-09 20:00:39.110000+00:00,2324.388595042604
2025-05-09 21:04:51.602000+00:00,2336.4311769859105
2025-05-09 22:04:48.911000+00:00,2337.606262343184
2025-05-09 23:02:43.548000+00:00,2335.426186252951
2025-05-10 00:01:09.605000+00:00,2343.0800462070592
2025-05-10 01:04:50.078000+00:00,2330.3388694315536
2025-05-10 02:06:54.255000+00:00,2337.22717320066
2025-05-10 03:00:14.907000+00:00,2342.6091478174403
2025-05-10 04:08:39.100000+00:00,2336.960705576722
2025-05-10 05:09:15.920000+00:00,2339.0282080940196
2025-05-10 06:01:28.232000+00:00,2349.7004326060787
2025-05-10 07:02:59.076000+00:00,2359.8562184579905
2025-05-10 08:04:18.436000+00:00,2371.659219752954
2025-05-10 09:05:17.061000+00:00,2381.8967648208286
2025-05-10 10:04:32.674000+00:00,2407.516899561169
2025-05-10 11:04:31.734000+00:00,2407.8570472919732
2025-05-10 12:04:34.232000+00:00,2386.8760206879037
2025-05-10 13:03:43.046000+00:00,2408.6991790120774
2025-05-10 14:01:11.805000+00:00,2434.0401167705927
2025-05-10 15:04:26.101000+00:00,2435.9696637154125
2025-05-10 16:01:46.707000+00:00,2438.3136519601753
2025-05-10 17:03:16.122000+00:00,2462.411995420295
2025-05-10 18:04:40.078000+00:00,2463.0493752193365
2025-05-10 19:04:53.086000+00:00,2494.8214383892114
2025-05-10 20:04:24.950000+00:00,2499.2311450180764
2025-05-10 21:06:17.093000+00:00,2496.806622215673
2025-05-10 22:04:46.288000+00:00,2533.508422992027
2025-05-10 23:04:35.304000+00:00,2577.0763576188947
2025-05-11 00:04:39.909000+00:00,2582.983998398728
2025-05-11 01:04:27.193000+00:00,2543.6022541558873
2025-05-11 02:09:14.961000+00:00,2529.0688757311964
2025-05-11 03:04:48.157000+00:00,2540.8436765317538
2025-05-11 04:04:32.309000+00:00,2540.6601163212963
2025-05-11 05:04:42.289000+00:00,2542.0137067590467
2025-05-11 06:04:46.178000+00:00,2557.147577077816
2025-05-11 07:04:55.698000+00:00,2521.919191400285
2025-05-11 08:06:35.829000+00:00,2484.274493805167
2025-05-11 09:00:39.407000+00:00,2482.476382924751
2025-05-11 10:04:57.804000+00:00,2515.203804285232
2025-05-11 11:05:59.577000+00:00,2509.614582828338
2025-05-11 12:04:47.901000+00:00,2528.7848474402176
2025-05-11 13:04:38.599000+00:00,2517.628700976869
2025-05-11 14:03:52.220000+00:00,2480.2988750444515
2025-05-11 15:08:58.011000+00:00,2491.1468312536726
2025-05-11 16:04:58.513000+00:00,2462.533734758777
2025-05-11 17:04:59.024000+00:00,2469.1137424257754
2025-05-11 18:04:53.464000+00:00,2491.714659484113
2025-05-11 19:04:35.217000+00:00,2506.7572188940494
2025-05-11 20:04:36.984000+00:00,2513.8253887796327
2025-05-11 21:04:55.852000+00:00,2508.131804094531
2025-05-11 22:09:19.594000+00:00,2517.566785683754
2025-05-11 23:03:20.333000+00:00,2501.018796919014
2025-05-12 00:04:59.921000+00:00,2509.652769049867
2025-05-12 01:09:34.812000+00:00,2533.807923829595
2025-05-12 02:01:42.158000+00:00,2510.9157019634945
2025-05-12 03:04:47.247000+00:00,2520.8609615225037
2025-05-12 04:03:27.520000+00:00,2516.6969110791624
2025-05-12 05:02:21.842000+00:00,2517.862202056849
2025-05-12 06:00:43.426000+00:00,2496.5332619948917
2025-05-12 07:04:46.504000+00:00,2516.7957844967186
2025-05-12 08:09:31.530000+00:00,2549.894723572004
2025-05-12 09:04:00.741000+00:00,2574.938935577758
2025-05-12 10:04:38.611000+00:00,2551.600622391546
